SN,NIN,Facility_Name,Facility_Type,State,District,Taluka,Block,Activity Name/Health Day Name ,Activity_Date,Event_name,Year
"6,989",4273148850,HSC HAPHUA,SubCentre,Jharkhand,Ramgarh,PATRATU,PATRATU,Yoga in school Batuka,(2nd March 2024),Yoga,2024
"6,990",4273148850,HSC HAPHUA,SubCentre,Jharkhand,Ramgarh,PATRATU,PATRATU,Ayush gram itchapiri ,(3rd March 2024),Yoga,2024
"6,991",4273148850,HSC HAPHUA,SubCentre,Jharkhand,Ramgarh,PATRATU,PATRATU,Ayush gram Batuka,(4th March 2024),Yoga,2024
"6,992",4273148850,HSC HAPHUA,SubCentre,Jharkhand,Ramgarh,PATRATU,PATRATU,Ayush gram itchapiri ,(5th March 2024),Yoga,2024
"6,993",4273148850,HSC HAPHUA,SubCentre,Jharkhand,Ramgarh,PATRATU,PATRATU,Ayush gram itchapiri or Batuka,(6th March 2024),Yoga,2024
"6,994",4273148850,HSC HAPHUA,SubCentre,Jharkhand,Ramgarh,PATRATU,PATRATU,Yoga in school Batuka,(7th March 2024),Yoga,2024
"7,033",4276188754,HSC CHIKINIYAN,SubCentre,Jharkhand,Dumka,JAMA,JAMA,Monthly meeting ,(5th March 2024),"Other
",2024
"7,034",4276188754,HSC CHIKINIYAN,SubCentre,Jharkhand,Dumka,JAMA,JAMA,world oral health day,(20th March 2024),"Other
",2024
"7,035",4276188754,HSC CHIKINIYAN,SubCentre,Jharkhand,Dumka,JAMA,JAMA,pariwar Kalyan Diwas ,(21st March 2024),"Other
",2024
"7,036",4276188754,HSC CHIKINIYAN,SubCentre,Jharkhand,Dumka,JAMA,JAMA,Elderly day celebration ,(16th March 2024),Health talk,2024
"7,037",4276188754,HSC CHIKINIYAN,SubCentre,Jharkhand,Dumka,JAMA,JAMA,World Tuberculosis Day(24th March 2024),(24th March 2024),"Other
",2024
"7,053",4278418712,HSC RIKHIA,SubCentre,Jharkhand,Deogarh,MOHANPUR,MOHANPUR,Monthely meeting with sahiya,(1st March 2024),Health talk,2024
"7,054",4278418712,HSC RIKHIA,SubCentre,Jharkhand,Deogarh,MOHANPUR,MOHANPUR,Health camp,(21st March 2024),"Other
",2024
"7,055",4278418712,HSC RIKHIA,SubCentre,Jharkhand,Deogarh,MOHANPUR,MOHANPUR,Pariwar kalyan diwas,(22nd March 2024),Health talk,2024
"7,056",4278418712,HSC RIKHIA,SubCentre,Jharkhand,Deogarh,MOHANPUR,MOHANPUR,ncd screening,(23rd March 2024),"Other
",2024
"7,057",4278418712,HSC RIKHIA,SubCentre,Jharkhand,Deogarh,MOHANPUR,MOHANPUR,ncd screening,(29th March 2024),Special screening talk,2024
"7,058",4278418712,HSC RIKHIA,SubCentre,Jharkhand,Deogarh,MOHANPUR,MOHANPUR,ncd screening,(28th March 2024),"Other
",2024
"7,069",4283436337,HSC RAMPUR,SubCentre,Jharkhand,Garhwa,MAJHIAON,MAJHIAON,nphec,(16th March 2024),"Other
",2024
"7,070",4283436337,HSC RAMPUR,SubCentre,Jharkhand,Garhwa,MAJHIAON,MAJHIAON,SICKLE cell screening ,(27th March 2024),"Other
",2024
"7,071",4283436337,HSC RAMPUR,SubCentre,Jharkhand,Garhwa,MAJHIAON,MAJHIAON,vaccination and sickle cell screening ,(28th March 2024),"Other
",2024
"7,078",4288217435,HSC JUGILONG,SubCentre,Jharkhand,Sarikela-Kharswana,NIMDIH,NIMDIH,AHWD Program ,(1st March 2024),Health talk,2024
"7,080",4288513833,HSC PANDU,SubCentre,Jharkhand,Ranchi,LAPUNG,LAPUNG,Health day and promotion activities,(20th March 2024),School visit,2024
"7,081",4288513833,HSC PANDU,SubCentre,Jharkhand,Ranchi,LAPUNG,LAPUNG,Health day and promotion activities,(21st March 2024),Health talk,2024
"7,093",4314448624,HSC DUMARIYA,SubCentre,Jharkhand,Godda,MEHERMA,MEHERMA,world oral health day celebration ,(20th March 2024),Special screening talk,2024
"7,100",4317832444,HSC LAKHIPOKHAR,SubCentre,Jharkhand,Pakaur,PAKURIA,PAKURIA,RI session monitoring ,(7th March 2024),"Other
",2024
"7,101",4317832444,HSC LAKHIPOKHAR,SubCentre,Jharkhand,Pakaur,PAKURIA,PAKURIA,ANC CHECK UP ,(9th March 2024),"Other
",2024
"7,102",4317832444,HSC LAKHIPOKHAR,SubCentre,Jharkhand,Pakaur,PAKURIA,PAKURIA,OPD and NCD screening ,(19th March 2024),Special screening talk,2024
"7,103",4317832444,HSC LAKHIPOKHAR,SubCentre,Jharkhand,Pakaur,PAKURIA,PAKURIA,Oral screening ,(20th March 2024),Special screening talk,2024
"7,104",4317832444,HSC LAKHIPOKHAR,SubCentre,Jharkhand,Pakaur,PAKURIA,PAKURIA,Pariwar Kalyan Diwas ,(21st March 2024),"Other
",2024
"7,105",4317832444,HSC LAKHIPOKHAR,SubCentre,Jharkhand,Pakaur,PAKURIA,PAKURIA,OPD and NCD screening ,(27th March 2024),Special screening talk,2024
"7,106",4317832444,HSC LAKHIPOKHAR,SubCentre,Jharkhand,Pakaur,PAKURIA,PAKURIA,OPD and NCD screening ,(28th March 2024),Special screening talk,2024
"7,107",4317832444,HSC LAKHIPOKHAR,SubCentre,Jharkhand,Pakaur,PAKURIA,PAKURIA,OPD and NCD screening ,(30th March 2024),Special screening talk,2024
"7,119",4332637745,HSC POKAM,SubCentre,Jharkhand,Pashchimi Singhbhum,JAGANNATHPUR,JAGANNATHPUR,Oral health day ,(21st March 2024),Health talk,2024
"7,132",4334865369,HSC CHAPRI,SubCentre,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,PW HB%Test ,(9th March 2024),Special screening talk,2024
"7,133",4334865369,HSC CHAPRI,SubCentre,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,NCD screening ,(7th March 2024),Special screening talk,2024
"7,134",4334865369,HSC CHAPRI,SubCentre,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,National GDM Awareness Day(10th March 2024),(10th March 2024),Special screening talk,2024
"7,135",4334865369,HSC CHAPRI,SubCentre,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,"RI,VHND,ANC,NCD screening",(13th March 2024),Health talk,2024
"7,136",4334865369,HSC CHAPRI,SubCentre,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,Health mela,(14th March 2024),Special screening talk,2024
"7,137",4334865369,HSC CHAPRI,SubCentre,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,family welfare day,(28th March 2024),Sports activity,2024
"7,138",4334865369,HSC CHAPRI,SubCentre,Jharkhand,Purbi Singhbhum,MUSABANI,MUSABANI,Monthly meeting,(30th March 2024),"Other
",2024
"7,145",4336618865,HSC PANCHKATHI,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,PMSMA duty ,(11th March 2024),"Other
",2024
"7,146",4336618865,HSC PANCHKATHI,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,health Mela ,(12th March 2024),"Other
",2024
"7,147",4336618865,HSC PANCHKATHI,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,world oral day,(20th March 2024),"Other
",2024
"7,148",4336618865,HSC PANCHKATHI,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,family welfare day ,(22nd March 2024),"Other
",2024
"7,149",4336618865,HSC PANCHKATHI,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,world TB diwas ,(27th March 2024),"Other
",2024
"7,150",4336618865,HSC PANCHKATHI,SubCentre,Jharkhand,Sahibganj,BARHAIT,BARHAIT,ncd camp ,(30th March 2024),"Other
",2024
"7,163",4346687165,HSC LADI,SubCentre,Jharkhand,Ramgarh,PATRATU,PATRATU,vhnd visit ,(21st March 2024),"Special screening talk,Health talk,Awareness activity about eat right",2024
"7,177",4348482219,HSC PADAMPUR,SubCentre,Jharkhand,Sarikela-Kharswana,KHARSAWAN,KHARSAWAN,monthly meeting ,(20th March 2024),"Other
",2024
"7,190",4348516479,HSC MARANGMARCHA,SubCentre,Jharkhand,Ramgarh,RAMGARH,RAMGARH,fluorosis servay,(11th March 2024),"Other
",2024
"7,191",4348516479,HSC MARANGMARCHA,SubCentre,Jharkhand,Ramgarh,RAMGARH,RAMGARH,yoga ,(12th March 2024),Yoga,2024
"7,192",4348516479,HSC MARANGMARCHA,SubCentre,Jharkhand,Ramgarh,RAMGARH,RAMGARH,RI visit ,(22nd March 2024),"Community meeting,Yoga",2024
"7,193",4348516479,HSC MARANGMARCHA,SubCentre,Jharkhand,Ramgarh,RAMGARH,RAMGARH,elderly day celebration ,(23rd March 2024),"Other
",2024
"7,194",4348516479,HSC MARANGMARCHA,SubCentre,Jharkhand,Ramgarh,RAMGARH,RAMGARH,TB Awerness program Kiya Gaya ,(27th March 2024),"Community meeting,Other
",2024
"7,214",4351315223,HSC TELGAON,SubCentre,Jharkhand,Gumla,GUMLA,GUMLA,yoga session in HWC telgaon ,(1st March 2024),Yoga,2024
"7,215",4351315223,HSC TELGAON,SubCentre,Jharkhand,Gumla,GUMLA,GUMLA,JAS ,(6th March 2024),Community meeting,2024
"7,223",4357872664,HSC JAMAIDIH,SubCentre,Jharkhand,Godda,MAHAGAMA,MAHGAMA,world oral health day ,(20th March 2024),Awareness activity about eat right,2024
"7,224",4357872664,HSC JAMAIDIH,SubCentre,Jharkhand,Godda,MAHAGAMA,MAHGAMA,National Tobacco control programme and Mental health awareness programme held at UHS jamaidih ,(21st March 2024),Health talk,2024
"7,225",4357872664,HSC JAMAIDIH,SubCentre,Jharkhand,Godda,MAHAGAMA,MAHGAMA,world oral health day (school visit),(23rd March 2024),Health talk,2024
"7,244",4358854539,HSC JHIKARHATTI,SubCentre,Jharkhand,Pakaur,PAKAUR,PAKUR,PMSMA PROGRAM ,(9th March 2024),Health talk,2024
"7,245",4358854539,HSC JHIKARHATTI,SubCentre,Jharkhand,Pakaur,PAKAUR,PAKUR,elderly day camp,(16th March 2024),Health talk,2024
"7,246",4358854539,HSC JHIKARHATTI,SubCentre,Jharkhand,Pakaur,PAKAUR,PAKUR,tb mukt camp,(14th March 2024),Health talk,2024
"7,247",4358854539,HSC JHIKARHATTI,SubCentre,Jharkhand,Pakaur,PAKAUR,PAKUR,family planning counseling ,(11th March 2024),Health talk,2024
"7,248",4358854539,HSC JHIKARHATTI,SubCentre,Jharkhand,Pakaur,PAKAUR,PAKUR,ri monitoring ,(18th March 2024),Special screening talk,2024
"7,249",4358854539,HSC JHIKARHATTI,SubCentre,Jharkhand,Pakaur,PAKAUR,PAKUR,sahiya monthly meeting ,(30th March 2024),Health talk,2024
"7,260",4366387415,HSC BASMATA,SubCentre,Jharkhand,Dumka,DUMKA,DUMKA,camp for kalakar awearness program and screening done.,(4th March 2024),"Other
",2024
"7,261",4366387415,HSC BASMATA,SubCentre,Jharkhand,Dumka,DUMKA,DUMKA,amily welfare day,(21st March 2024),"Other
",2024
"7,262",4366387415,HSC BASMATA,SubCentre,Jharkhand,Dumka,DUMKA,DUMKA,World Tuberculosis Day(24th March 2024),(24th March 2024),Health talk,2024
"7,266",4378615746,HSC LOHANDIA,SubCentre,Jharkhand,Godda,BOARIJOR,BOARIJOR,elderly health day,(16th March 2024),"Special screening talk,Health talk",2024
"7,287",4378741237,HSC GARARAJABASA,SubCentre,Jharkhand,Pashchimi Singhbhum,KHUNTPANI,KHUNTPANI,AHD,(1st March 2024),Special screening talk,2024
"7,288",4378741237,HSC GARARAJABASA,SubCentre,Jharkhand,Pashchimi Singhbhum,KHUNTPANI,KHUNTPANI,health mela ,(14th March 2024),Special screening talk,2024
"7,289",4378741237,HSC GARARAJABASA,SubCentre,Jharkhand,Pashchimi Singhbhum,KHUNTPANI,KHUNTPANI,vhnd,(21st March 2024),Special screening talk,2024
"7,314",4386383220,HSC MISROL,SubCentre,Jharkhand,Chatra,TANDWA,TANDWA,VHND ,(7th March 2024),Health talk,2024
"7,315",4386383220,HSC MISROL,SubCentre,Jharkhand,Chatra,TANDWA,TANDWA,VHND ,(9th March 2024),Health talk,2024
"7,316",4386383220,HSC MISROL,SubCentre,Jharkhand,Chatra,TANDWA,TANDWA,monthly elderly and Mental health day,(16th March 2024),Health talk,2024
"7,317",4386383220,HSC MISROL,SubCentre,Jharkhand,Chatra,TANDWA,TANDWA,world oral health day ,(20th March 2024),Health talk,2024
"7,326",4388651640,HSC CHIRIYA,SubCentre,Jharkhand,Pashchimi Singhbhum,MANOHARPUR,MANOHARPUR,ANC Duty at CHC Manoharpur ,(9th March 2024),"Other
",2024
"7,327",4388651640,HSC CHIRIYA,SubCentre,Jharkhand,Pashchimi Singhbhum,MANOHARPUR,MANOHARPUR,Elderly day celebrated at AAM chiria block manoharpur ,(16th March 2024),"Other
",2024
"7,331",4411661210,HSC BARALANGA,SubCentre,Jharkhand,Ranchi,TAMAR I,TAMAR,yoga,(13th March 2024),School visit,2024
"7,332",4411661210,HSC BARALANGA,SubCentre,Jharkhand,Ranchi,TAMAR I,TAMAR,elderly day celebration ,(16th March 2024),Community meeting,2024
"7,333",4411661210,HSC BARALANGA,SubCentre,Jharkhand,Ranchi,TAMAR I,TAMAR,oral health day,(20th March 2024),Community meeting,2024
"7,334",4411661210,HSC BARALANGA,SubCentre,Jharkhand,Ranchi,TAMAR I,TAMAR,pariwaar Kalyan diwash,(21st March 2024),Community meeting,2024
"7,348",4421434442,HSC MANDAI,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,yoga session class,(15th March 2024),Yoga,2024
"7,349",4421434442,HSC MANDAI,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,yoga session ,(16th March 2024),Yoga,2024
"7,350",4421434442,HSC MANDAI,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,yoga seson ,(19th March 2024),Yoga,2024
"7,371",4427538667,HSC VIRGRAME,SubCentre,Jharkhand,Pakaur,HIRANPUR,HIRANPUR,yoga,(27th March 2024),Yoga,2024
"7,372",4427538667,HSC VIRGRAME,SubCentre,Jharkhand,Pakaur,HIRANPUR,HIRANPUR,yoga,(29th March 2024),Yoga,2024
"7,401",4436653838,HSC MOHAMMADGANJ,SubCentre,Jharkhand,Palamu,HUSSAINABAD,HUSSAINABAD,monthly meeting ,(15th March 2024),Community meeting,2024
"7,402",4436653838,HSC MOHAMMADGANJ,SubCentre,Jharkhand,Palamu,HUSSAINABAD,HUSSAINABAD,VHND and HBNC visit VHSNC meeting ,(21st March 2024),"Community meeting,Special screening talk,Other
",2024
"7,410",4442823185,HSC VIRAJPUR,SubCentre,Jharkhand,Dumka,JAMA,JAMA,pvtg camp ,(1st March 2024),"Other
",2024
"7,411",4442823185,HSC VIRAJPUR,SubCentre,Jharkhand,Dumka,JAMA,JAMA,others ,(2nd March 2024),"Other
",2024
"7,412",4442823185,HSC VIRAJPUR,SubCentre,Jharkhand,Dumka,JAMA,JAMA,others ,(4th March 2024),Meditation,2024
"7,413",4442823185,HSC VIRAJPUR,SubCentre,Jharkhand,Dumka,JAMA,JAMA,others ,(3rd March 2024),"Other
",2024
"7,414",4442823185,HSC VIRAJPUR,SubCentre,Jharkhand,Dumka,JAMA,JAMA,others ,(5th March 2024),Yoga,2024
"7,415",4442823185,HSC VIRAJPUR,SubCentre,Jharkhand,Dumka,JAMA,JAMA,others ,(6th March 2024),Sports activity,2024
"7,416",4442823185,HSC VIRAJPUR,SubCentre,Jharkhand,Dumka,JAMA,JAMA,others ,(7th March 2024),Community meeting,2024
"7,417",4442823185,HSC VIRAJPUR,SubCentre,Jharkhand,Dumka,JAMA,JAMA,others ,(9th March 2024),"Other
",2024
"7,418",4442823185,HSC VIRAJPUR,SubCentre,Jharkhand,Dumka,JAMA,JAMA,others ,(11th March 2024),"Other
",2024
"7,419",4442823185,HSC VIRAJPUR,SubCentre,Jharkhand,Dumka,JAMA,JAMA,others ,(12th March 2024),"Other
",2024
"7,420",4442823185,HSC VIRAJPUR,SubCentre,Jharkhand,Dumka,JAMA,JAMA,community ,(13th March 2024),"Other
",2024
"7,421",4442823185,HSC VIRAJPUR,SubCentre,Jharkhand,Dumka,JAMA,JAMA,others ,(15th March 2024),"Other
",2024
"7,422",4442823185,HSC VIRAJPUR,SubCentre,Jharkhand,Dumka,JAMA,JAMA,others ,(14th March 2024),"Other
",2024
"7,423",4442823185,HSC VIRAJPUR,SubCentre,Jharkhand,Dumka,JAMA,JAMA,community meeting ,(16th March 2024),Community meeting,2024
"7,424",4442823185,HSC VIRAJPUR,SubCentre,Jharkhand,Dumka,JAMA,JAMA,others ,(18th March 2024),"Other
",2024
"7,425",4442823185,HSC VIRAJPUR,SubCentre,Jharkhand,Dumka,JAMA,JAMA,others ,(20th March 2024),"Other
",2024
"7,426",4442823185,HSC VIRAJPUR,SubCentre,Jharkhand,Dumka,JAMA,JAMA,health talk,(21st March 2024),Special screening talk,2024
"7,427",4442823185,HSC VIRAJPUR,SubCentre,Jharkhand,Dumka,JAMA,JAMA,nutrition ,(22nd March 2024),Awareness activity about eat right,2024
"7,428",4442823185,HSC VIRAJPUR,SubCentre,Jharkhand,Dumka,JAMA,JAMA,others ,(23rd March 2024),Special screening talk,2024
"7,429",4442823185,HSC VIRAJPUR,SubCentre,Jharkhand,Dumka,JAMA,JAMA,World Tuberculosis Day(24th March 2024),(24th March 2024),Community meeting,2024
"7,430",4442823185,HSC VIRAJPUR,SubCentre,Jharkhand,Dumka,JAMA,JAMA,others ,(26th March 2024),"Other
",2024
"7,431",4442823185,HSC VIRAJPUR,SubCentre,Jharkhand,Dumka,JAMA,JAMA,others ,(27th March 2024),"Other
",2024
"7,432",4442823185,HSC VIRAJPUR,SubCentre,Jharkhand,Dumka,JAMA,JAMA,others ,(28th March 2024),"Other
",2024
"7,433",4442823185,HSC VIRAJPUR,SubCentre,Jharkhand,Dumka,JAMA,JAMA,others ,(30th March 2024),"Other
",2024
"7,455",4444314811,HSC RAIKINARI,SubCentre,Jharkhand,Dumka,JARMUNDI,JARMUNDI,Peer Educators Training ,(7th March 2024),"Other
",2024
"7,456",4444314811,HSC RAIKINARI,SubCentre,Jharkhand,Dumka,JARMUNDI,JARMUNDI,peer Educators Training ,(6th March 2024),"Other
",2024
"7,457",4444314811,HSC RAIKINARI,SubCentre,Jharkhand,Dumka,JARMUNDI,JARMUNDI,Elderly Day Celebrated ,(16th March 2024),"Other
",2024
"7,458",4444314811,HSC RAIKINARI,SubCentre,Jharkhand,Dumka,JARMUNDI,JARMUNDI,Family Welfare Day ,(21st March 2024),"Other
",2024
"7,459",4444314811,HSC RAIKINARI,SubCentre,Jharkhand,Dumka,JARMUNDI,JARMUNDI,Monthly Meeting ,(30th March 2024),"Other
",2024
"7,477",4448123762,HSC TILAMURA,SubCentre,Jharkhand,Purbi Singhbhum,POTKA,POTKA,National GDM Awareness Day(10th March 2024),(10th March 2024),"Other
",2024
"7,478",4448123762,HSC TILAMURA,SubCentre,Jharkhand,Purbi Singhbhum,POTKA,POTKA,school visit,(14th March 2024),"School visit,Other
",2024
"7,479",4448123762,HSC TILAMURA,SubCentre,Jharkhand,Purbi Singhbhum,POTKA,POTKA,feild visit,(16th March 2024),"Other
",2024
"7,480",4448123762,HSC TILAMURA,SubCentre,Jharkhand,Purbi Singhbhum,POTKA,POTKA,health education,(21st March 2024),"School visit,Health talk,Other
",2024
"7,481",4448123762,HSC TILAMURA,SubCentre,Jharkhand,Purbi Singhbhum,POTKA,POTKA,family planning day,(28th March 2024),"Other
",2024
"7,482",4448123762,HSC TILAMURA,SubCentre,Jharkhand,Purbi Singhbhum,POTKA,POTKA,monthly meeting,(30th March 2024),"Other
",2024
"7,497",4454164833,HSC DAMODARPUR,SubCentre,Jharkhand,Dhanbad,DHANBAD-CUM-KENDUADIH-CUM-JAGATA,DHANBAD,Training of Snake bite,(28th March 2024),"Other
",2024
"7,509",4457238279,HSC LAKRAPAHARI PK,SubCentre,Jharkhand,Dumka,JAMA,JAMA,PVGT  CAMP ,(1st March 2024),Special screening talk,2024
"7,510",4457238279,HSC LAKRAPAHARI PK,SubCentre,Jharkhand,Dumka,JAMA,JAMA,elderly health day ,(16th March 2024),Health talk,2024
"7,511",4457238279,HSC LAKRAPAHARI PK,SubCentre,Jharkhand,Dumka,JAMA,JAMA,World Tuberculosis Day(24th March 2024),(24th March 2024),Health talk,2024
"7,512",4457238279,HSC LAKRAPAHARI PK,SubCentre,Jharkhand,Dumka,JAMA,JAMA,NCD CAMP ,(21st March 2024),Special screening talk,2024
"7,513",4457238279,HSC LAKRAPAHARI PK,SubCentre,Jharkhand,Dumka,JAMA,JAMA,monthly meeting ,(30th March 2024),"Other
",2024
"7,539",4471814287,HSC BASBUTIA,SubCentre,Jharkhand,Deogarh,SARWAN,SARWAN,nphce,(27th March 2024),"Other
",2024
"7,543",4478562459,HSC CHADIMUNDA,SubCentre,Jharkhand,Simdega,KURDEG,KURDEG,Elderly health day ,(16th March 2024),Special screening talk,2024
"7,545",4482543750,HSC KOROMIA,SubCentre,Jharkhand,Simdega,THETHAITANGAR,THETHAITANAGAR,Elderly Day,(16th March 2024),Special screening talk,2024
"7,548",4485655445,HSC JHIRKI,SubCentre,Jharkhand,Bokaro,GUMIA,GUMIA,Osteoarthritis & musculoskeletal disorders camp,(6th March 2024),"Health talk,Other
",2024
"7,549",4485655445,HSC JHIRKI,SubCentre,Jharkhand,Bokaro,GUMIA,GUMIA,"Rheumatoid arthritis (RA) is accompanied by pain, inflammation and muscle weakness. Skeletal muscle inflammation and inactivity are independently associated with muscle insulin resistance and atrophy",(15th March 2024),"Other
",2024
"7,569",4487716328,HSC BASDIH,SubCentre,Jharkhand,Gumla,RAIDIH,RAIDIH,Yoga,(3rd March 2024),Yoga,2024
"7,570",4487716328,HSC BASDIH,SubCentre,Jharkhand,Gumla,RAIDIH,RAIDIH,Yoga,(4th March 2024),Yoga,2024
"7,571",4487716328,HSC BASDIH,SubCentre,Jharkhand,Gumla,RAIDIH,RAIDIH,Yoga,(5th March 2024),Yoga,2024
"7,572",4487716328,HSC BASDIH,SubCentre,Jharkhand,Gumla,RAIDIH,RAIDIH,yoga ,(6th March 2024),Yoga,2024
"7,573",4487716328,HSC BASDIH,SubCentre,Jharkhand,Gumla,RAIDIH,RAIDIH,yoga,(9th March 2024),Yoga,2024
"7,574",4487716328,HSC BASDIH,SubCentre,Jharkhand,Gumla,RAIDIH,RAIDIH,yoga,(11th March 2024),Yoga,2024
"7,575",4487716328,HSC BASDIH,SubCentre,Jharkhand,Gumla,RAIDIH,RAIDIH,Yoga,(13th March 2024),Yoga,2024
"7,576",4487716328,HSC BASDIH,SubCentre,Jharkhand,Gumla,RAIDIH,RAIDIH,Yoga,(14th March 2024),Yoga,2024
"7,577",4487716328,HSC BASDIH,SubCentre,Jharkhand,Gumla,RAIDIH,RAIDIH,Yoga,(15th March 2024),Yoga,2024
"7,610",4488673114,HSC MERU,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,Yoga sessions ,(4th March 2024),Yoga,2024
"7,611",4488673114,HSC MERU,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,Yoga sessions ,(14th March 2024),Yoga,2024
"7,612",4488673114,HSC MERU,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,Elderly day celebrate at Aam Meru ,(16th March 2024),"Other
",2024
"7,613",4488673114,HSC MERU,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,Yoga sessions ,(19th March 2024),Yoga,2024
"7,614",4488673114,HSC MERU,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,world oral health day ,(20th March 2024),Health talk,2024
"7,615",4488673114,HSC MERU,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,family welfare day ,(21st March 2024),"Other
",2024
"7,616",4488673114,HSC MERU,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,family welfare day ,(22nd March 2024),"Other
",2024
"7,617",4488673114,HSC MERU,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,family welfare day celebrated at Aam Meru ,(23rd March 2024),"Other
",2024
"7,618",4488673114,HSC MERU,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,family welfare day celebrated at Meru ,(26th March 2024),Health talk,2024
"7,619",4488673114,HSC MERU,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,family welfare day ,(27th March 2024),Health talk,2024
"7,620",4488673114,HSC MERU,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,family welfare day ,(28th March 2024),Health talk,2024
"7,621",4488673114,HSC MERU,SubCentre,Jharkhand,Hazaribagh,HAZARIBAG,,Yoga sessions ,(29th March 2024),Yoga,2024
"7,674",4526738432,HSC DHARAMPUR,SubCentre,Jharkhand,Pakaur,LITIPARA,LITIPARA,focus group discussion about toboocao ,(1st March 2024),Community meeting,2024
"7,675",4526738432,HSC DHARAMPUR,SubCentre,Jharkhand,Pakaur,LITIPARA,LITIPARA,focus group discussion ,(2nd March 2024),Community meeting,2024
"7,676",4526738432,HSC DHARAMPUR,SubCentre,Jharkhand,Pakaur,LITIPARA,LITIPARA,wellness activity ,(5th March 2024),Yoga,2024
"7,677",4526738432,HSC DHARAMPUR,SubCentre,Jharkhand,Pakaur,LITIPARA,LITIPARA,wellness activity ,(7th March 2024),Yoga,2024
"7,678",4526738432,HSC DHARAMPUR,SubCentre,Jharkhand,Pakaur,LITIPARA,LITIPARA,yoga session ,(6th March 2024),Yoga,2024
"7,679",4526738432,HSC DHARAMPUR,SubCentre,Jharkhand,Pakaur,LITIPARA,LITIPARA,yoga ,(9th March 2024),Yoga,2024
"7,680",4526738432,HSC DHARAMPUR,SubCentre,Jharkhand,Pakaur,LITIPARA,LITIPARA,wellness activity ,(13th March 2024),Yoga,2024
"7,681",4526738432,HSC DHARAMPUR,SubCentre,Jharkhand,Pakaur,LITIPARA,LITIPARA,elderly day ,(16th March 2024),"Other
",2024
"7,682",4526738432,HSC DHARAMPUR,SubCentre,Jharkhand,Pakaur,LITIPARA,LITIPARA,yoga session ,(18th March 2024),Yoga,2024
"7,683",4526738432,HSC DHARAMPUR,SubCentre,Jharkhand,Pakaur,LITIPARA,LITIPARA,world oral health day,(21st March 2024),"Other
",2024
"7,684",4526738432,HSC DHARAMPUR,SubCentre,Jharkhand,Pakaur,LITIPARA,LITIPARA,yoga session ,(23rd March 2024),Yoga,2024
"7,685",4526738432,HSC DHARAMPUR,SubCentre,Jharkhand,Pakaur,LITIPARA,LITIPARA,wellness activity ,(30th March 2024),Yoga,2024
"7,702",4553878622,HSC KATAIYA,SubCentre,Jharkhand,Palamu,HARIHARGANJ,HARIHARGANJ,Health camp,(11th March 2024),Special screening talk,2024
"7,704",4567442647,HSC MAYURHAND,SubCentre,Jharkhand,Chatra,ITKHORI,,tuberculosis ,(4th March 2024),Health talk,2024
"7,705",4567442647,HSC MAYURHAND,SubCentre,Jharkhand,Chatra,ITKHORI,,Hb%test,(6th March 2024),School visit,2024
"7,706",4567442647,HSC MAYURHAND,SubCentre,Jharkhand,Chatra,ITKHORI,,ANC check up,(9th March 2024),Special screening talk,2024
"7,707",4567442647,HSC MAYURHAND,SubCentre,Jharkhand,Chatra,ITKHORI,,Hb% test ,(13th March 2024),School visit,2024
"7,708",4567442647,HSC MAYURHAND,SubCentre,Jharkhand,Chatra,ITKHORI,,sickle cell anemia,(18th March 2024),Special screening talk,2024
"7,709",4567442647,HSC MAYURHAND,SubCentre,Jharkhand,Chatra,ITKHORI,,"Belkhori, Mayurhand ",(21st March 2024),Special screening talk,2024
"7,714",4567588621,HSC UMLESHA,SubCentre,Jharkhand,Ranchi,TAMAR I,TAMAR,Bujurg diwas,(16th March 2024),"Special screening talk,Health talk",2024
